Order_ID,Order_Date,Customer_ID,Region,Category,Sales
ORD-214,09-01-2022,1524,LATAM,Office Supplies,1782.13
ORD-215,09-01-2022,2183,EMEA,Office Supplies,1934.9
ORD-216,09-01-2022,2862,APAC,Office Supplies,159.47
ORD-217,10-01-2022,2722,LATAM,Office Supplies,953.16
ORD-218,10-01-2022,2266,NA,Technology,1105.7
ORD-219,10-01-2022,2109,NA,Office Supplies,203.97
ORD-220,10-01-2022,2819,LATAM,Technology,767.45
ORD-221,10-01-2022,1577,NA,Furniture,647.82
ORD-222,10-01-2022,1681,EMEA,Office Supplies,1081.39
ORD-223,10-01-2022,1556,EMEA,Furniture,1329.16
ORD-224,10-01-2022,2597,EMEA,Furniture,1412.9
ORD-225,10-01-2022,2976,NA,Technology,290.77
ORD-226,10-01-2022,2012,EMEA,Office Supplies,1629.64
ORD-227,10-01-2022,1645,APAC,Technology,1363.51
ORD-228,10-01-2022,1795,EMEA,Furniture,1780.37
ORD-229,10-01-2022,2051,EMEA,Office Supplies,909.69
ORD-230,10-01-2022,2643,NA,Furniture,1789.9
ORD-231,10-01-2022,2579,EMEA,Furniture,1734.23
ORD-232,10-01-2022,2363,LATAM,Office Supplies,888.05
ORD-233,10-01-2022,2821,APAC,Office Supplies,774.66
ORD-234,10-01-2022,2981,NA,Office Supplies,1866.97
ORD-235,10-01-2022,2354,APAC,Technology,1436.03
ORD-236,10-01-2022,2663,LATAM,Technology,1857.93
ORD-237,10-01-2022,2529,NA,Furniture,1598.01
ORD-238,10-01-2022,2371,NA,Office Supplies,1226.41
ORD-239,10-01-2022,2496,EMEA,Furniture,249.39
ORD-240,10-01-2022,2254,APAC,Furniture,597.13
ORD-241,11-01-2022,1189,LATAM,Furniture,1938.31
ORD-242,11-01-2022,2248,LATAM,Furniture,652.46
ORD-243,11-01-2022,2408,NA,Furniture,204.64
ORD-244,11-01-2022,2400,EMEA,Office Supplies,1420.96
ORD-245,11-01-2022,2306,NA,Technology,1473.33
ORD-246,11-01-2022,2981,NA,Office Supplies,585.21
ORD-247,11-01-2022,1632,NA,Office Supplies,609.39
ORD-248,11-01-2022,1627,NA,Office Supplies,948.41
ORD-249,11-01-2022,1972,LATAM,Technology,63.14
ORD-250,11-01-2022,2768,LATAM,Technology,1582.86
ORD-251,11-01-2022,2282,NA,Technology,647.84
ORD-252,11-01-2022,2382,NA,Office Supplies,1710.45
ORD-253,11-01-2022,1709,EMEA,Technology,1609.21
ORD-254,11-01-2022,2479,NA,Furniture,1329.58
ORD-255,11-01-2022,2434,LATAM,Technology,663.25
ORD-256,11-01-2022,1648,APAC,Office Supplies,1042.31
ORD-257,11-01-2022,1317,LATAM,Office Supplies,900.76
ORD-258,11-01-2022,2700,EMEA,Furniture,690.99
ORD-259,11-01-2022,2248,LATAM,Technology,1699.31
ORD-260,11-01-2022,2842,APAC,Technology,977.34
ORD-261,11-01-2022,2257,NA,Furniture,1668.79
ORD-262,11-01-2022,1683,APAC,Office Supplies,228.33
ORD-263,11-01-2022,1663,NA,Office Supplies,299.23
ORD-264,11-01-2022,2998,NA,Technology,1955.09
ORD-265,12-01-2022,2850,LATAM,Technology,1183.78
ORD-266,12-01-2022,2397,LATAM,Technology,1029.34
ORD-267,12-01-2022,2695,LATAM,Technology,1055.85
ORD-268,12-01-2022,2631,EMEA,Technology,446.23
ORD-269,12-01-2022,2495,LATAM,Office Supplies,1443.03
ORD-270,12-01-2022,2256,EMEA,Office Supplies,187.87
ORD-271,12-01-2022,2715,LATAM,Office Supplies,1155.18
ORD-272,12-01-2022,2136,NA,Office Supplies,1150.12
ORD-273,12-01-2022,2853,EMEA,Furniture,1830.09
ORD-274,12-01-2022,2520,APAC,Office Supplies,1061.84
ORD-275,12-01-2022,1441,EMEA,Furniture,291.38
ORD-276,12-01-2022,1563,EMEA,Office Supplies,1154.05
ORD-277,12-01-2022,2291,APAC,Technology,200.83
ORD-278,12-01-2022,2533,EMEA,Technology,423.51
ORD-279,12-01-2022,2830,NA,Technology,81.59
ORD-280,12-01-2022,2409,LATAM,Furniture,1036.32
ORD-281,12-01-2022,2410,APAC,Office Supplies,187.37
ORD-282,12-01-2022,2136,LATAM,Office Supplies,949.4
ORD-283,12-01-2022,2636,NA,Furniture,1867.23
ORD-284,12-01-2022,2648,APAC,Furniture,1445.13
ORD-285,12-01-2022,1951,LATAM,Furniture,173.28
ORD-286,12-01-2022,2104,LATAM,Furniture,463.94
ORD-287,12-01-2022,1698,NA,Furniture,1353.85
ORD-288,12-01-2022,1112,LATAM,Technology,1791.51
ORD-289,13-01-2022,1001,NA,Office Supplies,85.18
ORD-290,13-01-2022,1641,EMEA,Furniture,1628.65
ORD-291,13-01-2022,1219,NA,Technology,1132.39
ORD-292,13-01-2022,2589,EMEA,Furniture,1101.26
ORD-293,13-01-2022,1854,APAC,Technology,1916.47
ORD-294,13-01-2022,2759,LATAM,Furniture,1500.34
ORD-295,13-01-2022,2248,NA,Office Supplies,1703.24
ORD-296,13-01-2022,1384,NA,Furniture,720.91
ORD-297,13-01-2022,2426,LATAM,Furniture,1117.64
ORD-298,13-01-2022,2661,LATAM,Office Supplies,1238.5
ORD-299,13-01-2022,2153,APAC,Office Supplies,656.74
ORD-300,13-01-2022,2076,APAC,Furniture,1149.09
ORD-301,13-01-2022,2707,NA,Office Supplies,488.58
ORD-302,13-01-2022,1729,APAC,Office Supplies,303.88
ORD-303,13-01-2022,2695,EMEA,Technology,760.46
ORD-304,13-01-2022,2733,APAC,Office Supplies,1483.79
ORD-305,13-01-2022,2439,APAC,Office Supplies,1834.05
ORD-306,13-01-2022,1246,NA,Furniture,926.27
ORD-307,13-01-2022,1835,EMEA,Furniture,1292.79
ORD-308,13-01-2022,2462,APAC,Technology,224.01
ORD-309,13-01-2022,1202,EMEA,Furniture,1810.84
ORD-310,13-01-2022,2207,EMEA,Office Supplies,1145.84
ORD-311,13-01-2022,1122,EMEA,Office Supplies,1565.07
ORD-312,13-01-2022,1400,LATAM,Office Supplies,1592.99
ORD-313,14-01-2022,1766,LATAM,Furniture,527.83
ORD-314,14-01-2022,1293,LATAM,Office Supplies,1067.77
ORD-315,14-01-2022,1279,LATAM,Office Supplies,1921.75
ORD-316,14-01-2022,2860,NA,Technology,197.48
ORD-317,14-01-2022,1883,APAC,Technology,1372.44
ORD-318,14-01-2022,2633,LATAM,Technology,1925.28
ORD-319,14-01-2022,1197,NA,Furniture,615.14
ORD-320,14-01-2022,1981,APAC,Office Supplies,1725.67
ORD-321,14-01-2022,2930,LATAM,Office Supplies,1868.64
ORD-322,14-01-2022,2534,APAC,Office Supplies,1499.23
ORD-323,14-01-2022,1751,LATAM,Technology,478.03
ORD-324,14-01-2022,1143,NA,Office Supplies,681.32
ORD-325,14-01-2022,1608,EMEA,Office Supplies,90.9
ORD-326,14-01-2022,2224,EMEA,Office Supplies,1666.28
ORD-327,14-01-2022,2147,APAC,Office Supplies,1702.23
ORD-328,14-01-2022,1186,NA,Office Supplies,1272.77
ORD-329,14-01-2022,2349,EMEA,Furniture,718.01
ORD-330,14-01-2022,1463,LATAM,Office Supplies,172.09
ORD-331,14-01-2022,2372,EMEA,Furniture,1511.05
ORD-332,14-01-2022,2794,APAC,Office Supplies,1458.52
ORD-333,14-01-2022,1659,APAC,Furniture,1826.95
ORD-334,14-01-2022,1763,NA,Office Supplies,1466.45
ORD-335,14-01-2022,1954,APAC,Office Supplies,1660.82
ORD-336,14-01-2022,2955,EMEA,Office Supplies,1496.99
ORD-337,15-01-2022,1402,EMEA,Office Supplies,1268.76
ORD-338,15-01-2022,2369,EMEA,Technology,865.39
ORD-339,15-01-2022,2986,EMEA,Office Supplies,1806.19
ORD-340,15-01-2022,2534,NA,Furniture,1308.92
ORD-341,15-01-2022,1146,LATAM,Technology,808.74
ORD-342,15-01-2022,2171,LATAM,Technology,185.27
ORD-343,15-01-2022,1863,NA,Office Supplies,595.6
ORD-344,15-01-2022,2734,APAC,Furniture,1096.58
ORD-345,15-01-2022,2843,LATAM,Furniture,565.76
ORD-346,15-01-2022,1488,APAC,Technology,458.05
ORD-347,15-01-2022,1928,LATAM,Furniture,1064.24
ORD-348,15-01-2022,2959,APAC,Office Supplies,356.24
ORD-349,15-01-2022,2663,NA,Office Supplies,1604.81
ORD-350,15-01-2022,1550,EMEA,Office Supplies,979.05
ORD-351,15-01-2022,1337,APAC,Office Supplies,1156.25
ORD-352,15-01-2022,1871,EMEA,Office Supplies,311.82
ORD-353,15-01-2022,1640,APAC,Technology,662.66
ORD-354,15-01-2022,2802,APAC,Office Supplies,831.98
ORD-355,15-01-2022,2976,APAC,Office Supplies,1620.26
ORD-356,15-01-2022,1472,APAC,Technology,1544.92
ORD-357,15-01-2022,2969,APAC,Technology,461.5
ORD-358,15-01-2022,1150,EMEA,Technology,1240.03
ORD-359,15-01-2022,2438,APAC,Furniture,502.04
ORD-360,15-01-2022,2321,EMEA,Furniture,1976.73
ORD-361,16-01-2022,2634,NA,Office Supplies,1905.21
ORD-362,16-01-2022,1262,LATAM,Office Supplies,1135.26
ORD-363,16-01-2022,2787,APAC,Office Supplies,1403.83
ORD-364,16-01-2022,1143,LATAM,Furniture,1606.83
ORD-365,16-01-2022,1345,EMEA,Office Supplies,1447.58
ORD-366,16-01-2022,1623,NA,Office Supplies,1405.66
ORD-367,16-01-2022,2016,NA,Furniture,1917.94
ORD-368,16-01-2022,2595,NA,Technology,1200.98
ORD-369,16-01-2022,1880,LATAM,Furniture,1279.88
ORD-370,16-01-2022,1001,EMEA,Office Supplies,1701.55
ORD-371,16-01-2022,1896,APAC,Furniture,1346.38
ORD-372,16-01-2022,2327,APAC,Technology,1471.21
ORD-373,16-01-2022,1253,EMEA,Technology,483.65
ORD-374,16-01-2022,2675,LATAM,Technology,755.11
ORD-375,16-01-2022,1452,APAC,Technology,311.66
ORD-376,16-01-2022,2060,EMEA,Technology,1021.42
ORD-377,16-01-2022,2183,APAC,Technology,922.34
ORD-378,16-01-2022,2014,NA,Office Supplies,1994.38
ORD-379,16-01-2022,1008,APAC,Office Supplies,1230.19
ORD-380,16-01-2022,2256,LATAM,Furniture,1577.16
ORD-381,16-01-2022,2122,EMEA,Office Supplies,681.35
ORD-382,16-01-2022,2682,LATAM,Technology,1666.46
ORD-383,16-01-2022,1815,EMEA,Office Supplies,1237.87
ORD-384,16-01-2022,1207,NA,Furniture,1400.04
ORD-385,17-01-2022,2154,EMEA,Technology,602.97
ORD-386,17-01-2022,1403,APAC,Office Supplies,1106.3
ORD-387,17-01-2022,1151,APAC,Office Supplies,1275.39
ORD-388,17-01-2022,1053,NA,Furniture,1186.41
ORD-389,17-01-2022,2143,EMEA,Technology,1832.08
ORD-390,17-01-2022,2696,NA,Furniture,1798.58
ORD-391,17-01-2022,2943,APAC,Technology,1942.55
ORD-392,17-01-2022,1627,LATAM,Technology,1341.51
ORD-393,17-01-2022,1586,NA,Office Supplies,1944.39
ORD-394,17-01-2022,2648,LATAM,Furniture,1668.31
ORD-395,17-01-2022,2991,LATAM,Furniture,556.25
ORD-396,17-01-2022,2443,EMEA,Furniture,866.32
ORD-397,17-01-2022,2445,NA,Technology,492.02
ORD-398,17-01-2022,1103,LATAM,Furniture,28.31
ORD-399,17-01-2022,2875,LATAM,Technology,392.34
ORD-400,17-01-2022,1253,EMEA,Furniture,28.04
ORD-401,17-01-2022,2250,EMEA,Furniture,1445.28
ORD-402,17-01-2022,2135,APAC,Office Supplies,862.56
ORD-403,17-01-2022,1509,LATAM,Furniture,638.9
ORD-404,17-01-2022,2496,APAC,Office Supplies,1528.21
ORD-405,17-01-2022,1098,LATAM,Office Supplies,1668.32
ORD-406,17-01-2022,1152,APAC,Technology,1951.09
ORD-407,17-01-2022,2884,EMEA,Furniture,1291.19
ORD-408,17-01-2022,1913,NA,Furniture,933.83
ORD-409,18-01-2022,2919,EMEA,Furniture,624.42
ORD-410,18-01-2022,1877,APAC,Office Supplies,460.19
ORD-411,18-01-2022,1337,APAC,Furniture,441.59
ORD-412,18-01-2022,2729,NA,Technology,830.19
ORD-413,18-01-2022,1821,LATAM,Technology,1983.74
ORD-414,18-01-2022,2186,APAC,Furniture,21.69
ORD-415,18-01-2022,2743,APAC,Office Supplies,410.47
ORD-416,18-01-2022,1956,APAC,Technology,393.02
ORD-417,18-01-2022,2704,NA,Technology,1439.9
ORD-418,18-01-2022,1160,EMEA,Office Supplies,717.92
ORD-419,18-01-2022,2603,APAC,Technology,925.38
ORD-420,18-01-2022,1800,NA,Office Supplies,314.28
ORD-421,18-01-2022,1397,APAC,Technology,821.89
ORD-422,18-01-2022,2300,LATAM,Office Supplies,224.34
ORD-423,18-01-2022,1815,NA,Technology,1075.43
ORD-424,18-01-2022,2939,APAC,Furniture,213.92
ORD-425,18-01-2022,2527,NA,Technology,1585.21
ORD-426,18-01-2022,2919,APAC,Technology,1141.87
ORD-427,18-01-2022,2415,EMEA,Furniture,1453.46
ORD-428,18-01-2022,2158,APAC,Furniture,848.66
ORD-429,18-01-2022,2218,NA,Furniture,775.35
ORD-430,18-01-2022,1400,LATAM,Furniture,214.45
ORD-431,18-01-2022,1639,LATAM,Office Supplies,1057.23
ORD-432,18-01-2022,2056,LATAM,Office Supplies,1038.71
ORD-433,19-01-2022,1687,APAC,Technology,946.84
ORD-434,19-01-2022,1459,EMEA,Technology,1486.23
ORD-435,19-01-2022,1954,APAC,Technology,1668.36
ORD-436,19-01-2022,2906,LATAM,Office Supplies,1506.56
ORD-437,19-01-2022,1469,NA,Technology,304.85
ORD-438,19-01-2022,2398,LATAM,Technology,1251.68
ORD-439,19-01-2022,2045,NA,Office Supplies,179.04
ORD-440,19-01-2022,1749,EMEA,Technology,1395.35
ORD-441,19-01-2022,2693,NA,Office Supplies,776.04
ORD-442,19-01-2022,1037,APAC,Office Supplies,282.35
ORD-443,19-01-2022,1229,APAC,Furniture,1726.86
ORD-444,19-01-2022,2388,APAC,Furniture,1235.74
ORD-445,19-01-2022,1562,NA,Office Supplies,722.36
ORD-446,19-01-2022,1437,APAC,Office Supplies,80.84
ORD-447,19-01-2022,2799,APAC,Furniture,1083.87
ORD-448,19-01-2022,2306,APAC,Technology,1847.99
ORD-449,19-01-2022,1026,EMEA,Technology,1200.83
ORD-450,19-01-2022,1225,NA,Technology,1943.87
ORD-451,19-01-2022,2300,NA,Office Supplies,290.17
ORD-452,19-01-2022,1797,LATAM,Furniture,1145.24
ORD-453,19-01-2022,2632,NA,Technology,1600.29
ORD-454,19-01-2022,1283,EMEA,Furniture,1060.57
ORD-455,19-01-2022,1878,NA,Furniture,200.31
ORD-456,19-01-2022,1959,EMEA,Office Supplies,1174.11
ORD-457,20-01-2022,2504,EMEA,Technology,1231.24
ORD-458,20-01-2022,1452,NA,Furniture,1462.84
ORD-459,20-01-2022,2019,LATAM,Office Supplies,1527.2
ORD-460,20-01-2022,2852,APAC,Office Supplies,1546.13
ORD-461,20-01-2022,1815,APAC,Office Supplies,1333.62
ORD-462,20-01-2022,1658,NA,Technology,447.31
